Post Office,Zip Code,Related Post Office,Local Jurisdiction,AAA-PSA,AAA Name
RICHMOND,23292,,Richmond City,15,Senior Connections: Capital Area Agency on Aging
,,Related,Local,,
Post Office,Zip Code,Post Office,Jurisdiction,AAA-PSA,AAA Name
RICHMOND,23293,,Richmond City,15,Senior Connections: Capital Area Agency on Aging
RICHMOND,23294,,Henrico Co,15,Senior Connections: Capital Area Agency on Aging
RICHMOND,23295,CAPITAL ONE,Henrico Co,15,Senior Connections: Capital Area Agency on Aging
RICHMOND,23297,,Chesterfield Co,15,Senior Connections: Capital Area Agency on Aging
RICHMOND,23298,VCU/MCV EAST,Richmond City,15,Senior Connections: Capital Area Agency on Aging
RIDGEWAY,24148,,Henry Co,12,Southern Area Agency on Aging	 Inc. 
RILEYVILLE,22650,,Page Co,07,Shenandoah Area Agency on Aging	 Inc. 
RINER,24149,FAIRVIEW,Montgomery Co,04,New River Valley Agency on Aging
RINGGOLD,24586,,Pittsylvania Co,12,Southern Area Agency on Aging	 Inc. 
RIPPLEMEAD,24150,KIMBALLTON,Giles Co,04,New River Valley Agency on Aging
RIXEYVILLE,22737,,Culpeper Co,09,Rappahannock-Rapidan Community Svs. Board
ROANOKE,24001,,Roanoke City,05,LOA - Area Agency on Aging	 Inc. 
ROANOKE,24002,,Roanoke City,05,LOA - Area Agency on Aging	 Inc. 
ROANOKE,24003,,Roanoke City,05,LOA - Area Agency on Aging	 Inc. 
ROANOKE,24004,,Roanoke City,05,LOA - Area Agency on Aging	 Inc. 
ROANOKE,24005,,Roanoke City,05,LOA - Area Agency on Aging	 Inc. 
ROANOKE,24006,,Roanoke City,05,LOA - Area Agency on Aging	 Inc. 
ROANOKE,24007,,Roanoke City,05,LOA - Area Agency on Aging	 Inc. 
ROANOKE,24008,,Roanoke City,05,LOA - Area Agency on Aging	 Inc. 
ROANOKE,24009,,Roanoke City,05,LOA - Area Agency on Aging	 Inc. 
ROANOKE,24010,,Roanoke City,05,LOA - Area Agency on Aging	 Inc. 
ROANOKE,24011,,Roanoke City,05,LOA - Area Agency on Aging	 Inc. 
ROANOKE,24012,BONSACK,Roanoke Co,05,LOA - Area Agency on Aging	 Inc. 
ROANOKE,24013,,Roanoke City,05,LOA - Area Agency on Aging	 Inc. 
ROANOKE,24014,GARDEN CITY,Roanoke Co,05,LOA - Area Agency on Aging	 Inc. 
ROANOKE,24015,GRANDIN ROAD,Roanoke City,05,LOA - Area Agency on Aging	 Inc. 
ROANOKE,24016,,Roanoke City,05,LOA - Area Agency on Aging	 Inc. 
ROANOKE,24017,MELROSE,Roanoke City,05,LOA - Area Agency on Aging	 Inc. 
ROANOKE,24018,CAVE SPRING,Roanoke Co,05,LOA - Area Agency on Aging	 Inc. 
ROANOKE,24019,HOLLINS,Roanoke Co,05,LOA - Area Agency on Aging	 Inc. 
ROANOKE,24020,HOLLINS COLLEGE,Roanoke Co,05,LOA - Area Agency on Aging	 Inc. 
ROANOKE,24022,,Roanoke City,05,LOA - Area Agency on Aging	 Inc. 
ROANOKE,24023,,Roanoke City,05,LOA - Area Agency on Aging	 Inc. 
ROANOKE,24024,,Roanoke City,05,LOA - Area Agency on Aging	 Inc. 
ROANOKE,24025,,Roanoke City,05,LOA - Area Agency on Aging	 Inc. 
ROANOKE,24026,,Roanoke City,05,LOA - Area Agency on Aging	 Inc. 
ROANOKE,24027,,Roanoke City,05,LOA - Area Agency on Aging	 Inc. 
ROANOKE,24028,,Roanoke City,05,LOA - Area Agency on Aging	 Inc. 
ROANOKE,24029,,Roanoke City,05,LOA - Area Agency on Aging	 Inc. 
ROANOKE,24030,,Roanoke City,05,LOA - Area Agency on Aging	 Inc. 
,,Related,Local,,
Post Office  Zip Code,,Post Office,Jurisdiction,AAA-PSA,AAA Name
ROANOKE 24031,,,Roanoke City,05,LOA - Area Agency on Aging	 Inc. 
ROANOKE 24032,,,Roanoke City,05,LOA - Area Agency on Aging	 Inc. 
ROANOKE 24033,,,Roanoke City,05,LOA - Area Agency on Aging	 Inc. 
ROANOKE 24034,,,Roanoke City,05,LOA - Area Agency on Aging	 Inc. 
ROANOKE 24035,,,Roanoke City,05,LOA - Area Agency on Aging	 Inc. 
ROANOKE 24036,,,Roanoke City,05,LOA - Area Agency on Aging	 Inc. 
ROANOKE 24037,,,Roanoke City,05,LOA - Area Agency on Aging	 Inc. 
ROANOKE 24038,,,Roanoke City,05,LOA - Area Agency on Aging	 Inc. 
ROANOKE 24040,,,Roanoke City,05,LOA - Area Agency on Aging	 Inc. 
ROANOKE 24042,,,Roanoke City,05,LOA - Area Agency on Aging	 Inc. 
ROANOKE 24044,,,Roanoke City,05,LOA - Area Agency on Aging	 Inc. 
ROANOKE 24048,,,Roanoke City,05,LOA - Area Agency on Aging	 Inc. 
ROANOKE 24050,,,Roanoke Co,05,LOA - Area Agency on Aging	 Inc. 
ROCHELLE 22738,,UNO,Madison Co,09,Rappahannock-Rapidan Community Svs. Board
ROCKBRIDGE BATHS 24473,,ROCKBRG BATHS,Rockbridge Co,06,Valley Program for Aging Services	 Inc. 
ROCKVILLE 23146,,,Hanover Co,15,Senior Connections: Capital Area Agency on Aging
ROCKY GAP 24366,,,Bland Co,03,District Three Senior Services
ROCKY MOUNT 24151,,FRANKLIN HEIGHTS,Franklin Co,12,Southern Area Agency on Aging	 Inc. 
ROLLINS FORK 22544,,,King George Co,16,Rappahannock Area Agency on Aging	 Inc. 
ROSE HILL 24281,,,Lee Co,01,Mountain Empire Older Citizens	 Inc 
ROSEDALE 24280,,,Russell Co,02,Appalachian Agency for Senior Citizens	 Inc. 
ROSELAND 22967,,LOWESVILLE,Nelson Co,10,Jefferson Area Board for Aging
ROUND HILL 20141,,,Loudoun Co,08D,Loudoun Co Area Agency on Aging
ROUND HILL 20142,,,Loudoun Co,08D,Loudoun Co Area Agency on Aging
ROWE 24646,,,Buchanan Co,02,Appalachian Agency for Senior Citizens	 Inc. 
RUBY 22545,,,Stafford Co,16,Rappahannock Area Agency on Aging	 Inc. 
RUCKERSVILLE 22968,,ADVANCE MILLS,Greene Co,10,Jefferson Area Board for Aging
RURAL RETREAT 24368,,GROSCLOSE,Wythe Co,03,District Three Senior Services
RUSTBURG 24588,,,Campbell Co,11,Central Virginia Area Agency on Aging	 Inc. 
RUTHER GLEN 22546,,RUTHERGLEN,Caroline Co,16,Rappahannock Area Agency on Aging	 Inc. 
RUTHVILLE 23147,,,Charles City Co,15,Senior Connections: Capital Area Agency on Aging
SAINT CHARLES 24282,,,Lee Co,01,Mountain Empire Older Citizens	 Inc 
SAINT PAUL 24283,,,Wise Co,01,Mountain Empire Older Citizens	 Inc 
SAINT STEPHENS CHURCH 23148,,CAUTHORNVILLE,King and Queen Co,17/18,Bay Aging
SALEM  24153,,BENNETT SPRINGS,Roanoke Co,05,LOA - Area Agency on Aging	 Inc. 
SALEM  24155,,,Salem City,05,LOA - Area Agency on Aging	 Inc. 
SALEM  24156,,,Salem City,05,LOA - Area Agency on Aging	 Inc. 
SALTVILLE 24370,,,Smyth Co,03,District Three Senior Services
SALUDA 23149,,GLENNS,Gloucester Co,17/18,Bay Aging
SANDSTON 23150,,,Henrico Co,15,Senior Connections: Capital Area Agency on Aging
,,Related,Local,,
Post Office,Zip Code,Post Office,Jurisdiction,AAA-PSA,AAA Name
SANDY HOOK,23153,,Goochland Co,15,Senior Connections: Capital Area Agency on Aging
SANDY LEVEL,24161,,Pittsylvania Co,12,Southern Area Agency on Aging	 Inc. 
SANDY POINT,22577,,Westmoreland Co,17/18,Bay Aging
SANFORD,23426,,Accomack Co,22,Eastern Shore Area Agency on Aging
SAXE,23967,,Charlotte Co,14,Piedmont Sr. Resources Area Agency on Aging
SAXIS,23427,,Accomack Co,22,Eastern Shore Area Agency on Aging
SCHLEY,23154,,Gloucester Co,17/18,Bay Aging
SCHUYLER,22969,,Nelson Co,10,Jefferson Area Board for Aging
SCOTTSBURG,24589,,Halifax Co,13,Lake Country Area Agency on Aging
SCOTTSVILLE,24590,,Fluvanna Co,10,Jefferson Area Board for Aging
SEAFORD,23696,,York Co,21,Peninsula Agency on Aging
SEALSTON,22547,,King George Co,16,Rappahannock Area Agency on Aging	 Inc. 
SEAVIEW,23429,,Northhampton Co,22,Eastern Shore Area Agency on Aging
SEDLEY,23878,,Southampton Co,20,Senior Services of Southeastern Virginia
SELMA,24474,,Alleghany Co,05,LOA - Area Agency on Aging	 Inc. 
SEVEN MILE FORD,24373,,Smyth Co,03,District Three Senior Services
SEVERN,23155,,Gloucester Co,17/18,Bay Aging
SHACKLEFORDS,23156,PLAIN VIEW,King and Queen Co,17/18,Bay Aging
SHARPS,22548,,Richmond Co,17/18,Bay Aging
SHAWSVILLE,24162,ALLEGANY SPRING,Montgomery Co,04,New River Valley Agency on Aging
SHENANDOAH,22849,,Page Co,07,Shenandoah Area Agency on Aging	 Inc. 
SHIPMAN,22971,ROCKFISH,Nelson Co,10,Jefferson Area Board for Aging
SHORTT GAP,24647,RED ASH,Tazewell Co,02,Appalachian Agency for Senior Citizens	 Inc. 
SINGERS GLEN,22850,,Rockingham Co,06,Valley Program for Aging Services	 Inc. 
SKIPPERS,23879,,Greensville Co,19,Crater District Area Agency on Aging
SKIPWITH,23968,,Mecklenburg Co,13,Lake Country Area Agency on Aging
SMITHFIELD,23430,,Isle of Wight Co,20,Senior Services of Southeastern Virginia
SMITHFIELD,23431,,Isle of Wight Co,20,Senior Services of Southeastern Virginia
SOMERSET,22972,OLD SOMERSET,Orange Co,09,Rappahannock-Rapidan Community Svs. Board
SOMERVILLE,22739,,Fauquier Co,09,Rappahannock-Rapidan Community Svs. Board
SOUTH BOSTON,24592,TURBEVILLE,Halifax Co,13,Lake Country Area Agency on Aging
SOUTH HILL,23970,,Mecklenburg Co,13,Lake Country Area Agency on Aging
SPARTA,22552,,Caroline Co,16,Rappahannock Area Agency on Aging	 Inc. 
SPEEDWELL,24374,,Wythe Co,03,District Three Senior Services
SPENCER,24165,,Henry Co,12,Southern Area Agency on Aging	 Inc. 
SPERRYVILLE,22740,,Rappahannock Co,09,Rappahannock-Rapidan Community Svs. Board
SPOTSYLVANIA,22553,SNELL,Spotsylvania Co,16,Rappahannock Area Agency on Aging	 Inc. 
SPOUT SPRING,24593,,Appomattox Co,11,Central Virginia Area Agency on Aging	 Inc. 
SPRING GROVE,23881,,Surry Co,19,Crater District Area Agency on Aging
SPRINGFIELD,22150,,Fairfax Co,08C,Fairfax Area Agency on Aging
,,Related,Local,,
Post Office,Zip Code,Post Office,Jurisdiction,AAA-PSA,AAA Name
SPRINGFIELD,22151,N SPRINGFLD,Fairfax Co,08C,Fairfax Area Agency on Aging
SPRINGFIELD,22152,WEST SPRINGFIELD,Fairfax Co,08C,Fairfax Area Agency on Aging
SPRINGFIELD,22153,,Fairfax Co,08C,Fairfax Area Agency on Aging
SPRINGFIELD,22156,,Fairfax Co,08C,Fairfax Area Agency on Aging
SPRINGFIELD,22158,,Fairfax Co,08C,Fairfax Area Agency on Aging
SPRINGFIELD,22159,,Fairfax Co,08C,Fairfax Area Agency on Aging
SPRINGFIELD,22160,,Fairfax Co,08C,Fairfax Area Agency on Aging
SPRINGFIELD,22161,,Fairfax Co,08C,Fairfax Area Agency on Aging
STAFFORD,22554,,Stafford Co,16,Rappahannock Area Agency on Aging	 Inc. 
STAFFORD,22555,,Stafford Co,16,Rappahannock Area Agency on Aging	 Inc. 
STAFFORDSVILLE,24167,,Giles Co,04,New River Valley Agency on Aging
STANARDSVILLE,22973,,Greene Co,10,Jefferson Area Board for Aging
STANLEY,22851,,Page Co,07,Shenandoah Area Agency on Aging	 Inc. 
STANLEYTOWN,24168,,Henry Co,12,Southern Area Agency on Aging	 Inc. 
STAR TANNERY,22654,,Shenandoah Co,07,Shenandoah Area Agency on Aging	 Inc. 
STATE FARM,23160,,Goochland Co,15,Senior Connections: Capital Area Agency on Aging
STAUNTON,24401,STAUNTON PARK,Augusta Co,06,Valley Program for Aging Services	 Inc. 
STAUNTON,24402,,Staunton City,06,Valley Program for Aging Services	 Inc. 
STEELES TAVERN,24476,SPOTTSWOOD,Augusta Co,06,Valley Program for Aging Services	 Inc. 
STEPHENS CITY,22655,,Frederick Co,07,Shenandoah Area Agency on Aging	 Inc. 
STEPHENSON,22656,,Frederick Co,07,Shenandoah Area Agency on Aging	 Inc. 
STERLING,20163,DULLES,Loudoun Co,08D,Loudoun Co Area Agency on Aging
STERLING,20164,,Loudoun Co,08D,Loudoun Co Area Agency on Aging
STERLING,20165,POTOMAC FALLS,Loudoun Co,08D,Loudoun Co Area Agency on Aging
STERLING,20166,DULLES,Loudoun Co,08D,Loudoun Co Area Agency on Aging
STERLING,20167,,Loudoun Co,08D,Loudoun Co Area Agency on Aging
STEVENSBURG,22741,,Culpeper Co,09,Rappahannock-Rapidan Community Svs. Board
STEVENSVILLE,23161,,King and Queen Co,17/18,Bay Aging
STONEGA,24285,,Wise Co,01,Mountain Empire Older Citizens	 Inc 
STONY CREEK,23882,,Sussex Co,19,Crater District Area Agency on Aging
STRASBURG,22641,LEBANON CHURCH,Shenandoah Co,07,Shenandoah Area Agency on Aging	 Inc. 
STRASBURG,22657,LEBANON CHURCH,Shenandoah Co,07,Shenandoah Area Agency on Aging	 Inc. 
STRATFORD,22558,,Westmoreland Co,17/18,Bay Aging
STUART,24171,,Patrick Co,12,Southern Area Agency on Aging	 Inc. 
STUARTS DRAFT,24477,,Augusta Co,06,Valley Program for Aging Services	 Inc. 
STUDLEY,23162,,Hanover Co,15,Senior Connections: Capital Area Agency on Aging
SUFFOLK,23432,CHUCKATUCK,Suffolk City,20,Senior Services of Southeastern Virginia
SUFFOLK,23433,CRITTENDEN,Suffolk City,20,Senior Services of Southeastern Virginia
SUFFOLK,23434,,Suffolk City,20,Senior Services of Southeastern Virginia
SUFFOLK,23435,DRIVER,Suffolk City,20,Senior Services of Southeastern Virginia
,,Related,Local,,
Post Office  Zip Code,,Post Office,Jurisdiction,AAA-PSA,AAA Name
SUFFOLK 23436,,,Suffolk City,20,Senior Services of Southeastern Virginia
SUFFOLK 23437,,HOLLAND,Suffolk City,20,Senior Services of Southeastern Virginia
SUFFOLK 23438,,WHALEYVILLE,Suffolk City,20,Senior Services of Southeastern Virginia
SUFFOLK 23439,,,Suffolk City,20,Senior Services of Southeastern Virginia
SUGAR GROVE 24375,,,Smyth Co,03,District Three Senior Services
SUMERDUCK 22742,,,Fauquier Co,09,Rappahannock-Rapidan Community Svs. Board
SURRY  23883,,,Surry Co,19,Crater District Area Agency on Aging
SUSAN  23163,,SHADOW,Mathews Co,17/18,Bay Aging
SUSSEX 23884,,,Sussex Co,19,Crater District Area Agency on Aging
SUTHERLAND 23885,,,Dinwiddie Co,19,Crater District Area Agency on Aging
SUTHERLIN 24594,,,Halifax Co,13,Lake Country Area Agency on Aging
SWEET BRIAR 24595,,,Amherst Co,11,Central Virginia Area Agency on Aging	 Inc. 
SWOOPE 24479,,,Augusta Co,06,Valley Program for Aging Services	 Inc. 
SWORDS CREEK 24649,,DYE,Russell Co,02,Appalachian Agency for Senior Citizens	 Inc. 
SYRIA 22743,,,Madison Co,09,Rappahannock-Rapidan Community Svs. Board
TANGIER 23440,,,Accomack Co,22,Eastern Shore Area Agency on Aging
TANNERSVILLE 24377,,,Tazewell Co,02,Appalachian Agency for Senior Citizens	 Inc. 
TAPPAHANNOCK 22560,,,Essex Co,17/18,Bay Aging
TASLEY 23441,,,Accomack Co,22,Eastern Shore Area Agency on Aging
TAZEWELL 24651,,GRATTON,Tazewell Co,02,Appalachian Agency for Senior Citizens	 Inc. 
TEMPERANCEVILLE 23442,,,Accomack Co,22,Eastern Shore Area Agency on Aging
THAXTON 24174,,,Bedford Co,11,Central Virginia Area Agency on Aging	 Inc. 
THE PLAINS 20198,,,Fauquier Co,09,Rappahannock-Rapidan Community Svs. Board
THORNBURG 22565,,,Spotsylvania Co,16,Rappahannock Area Agency on Aging	 Inc. 
TIMBERVILLE 22853,,,Rockingham Co,06,Valley Program for Aging Services	 Inc. 
TOANO 23168,,,James City Co,21,Peninsula Agency on Aging
TOMS BROOK 22660,,,Shenandoah Co,07,Shenandoah Area Agency on Aging	 Inc. 
TOPPING 23169,,SYRINGA,Middlesex Co,17/18,Bay Aging
TOWNSEND 23443,,,Northhampton Co,22,Eastern Shore Area Agency on Aging
TRAMMEL 24289,,,Dickenson Co,02,Appalachian Agency for Senior Citizens	 Inc. 
TREVILIANS 23170,,,Louisa Co,10,Jefferson Area Board for Aging
TRIANGLE 22172,,,Prince William Co,08E,Prince William Area Agency on Aging
TROUT DALE 24378,,,Grayson Co,03,District Three Senior Services
TROUTVILLE 24175,,HAYMAKERTOWN,Botetourt Co,05,LOA - Area Agency on Aging	 Inc. 
TROY 22974,,,Fluvanna Co,10,Jefferson Area Board for Aging
TYRO 22976,,ROSELAND,Nelson Co,10,Jefferson Area Board for Aging
UNION HALL 24176,,,Franklin Co,12,Southern Area Agency on Aging	 Inc. 
UNIONVILLE 22567,,LAHORE,Orange Co,09,Rappahannock-Rapidan Community Svs. Board
UNIVERSITY OF RICHMOND 23173,,RICHMOND,Richmond City,15,Senior Connections: Capital Area Agency on Aging
UPPERVILLE 20184,,,Loudoun Co,08D,Loudoun Co Area Agency on Aging
,,Related,Local,,
Post Office,Zip Code,Post Office,Jurisdiction,AAA-PSA,
UPPERVILLE,20185,,Fauquier Co,09,
URBANNA,23175,REMLIK,Middlesex Co,17/18,
VALENTINES,23887,,Brunswick Co,13,
VANSANT,24656,,Buchanan Co,02,
VERNON HILL,24597,INGRAM,Halifax Co,13,
VERONA,24482,,Augusta Co,06,
VESTA,24177,,Patrick Co,12,
VESUVIUS,24483,,Rockbridge Co,06,
VICTORIA,23974,,Lunenburg Co,14,
VIENNA,22180,,Fairfax Co,08C,
VIENNA,22181,,Fairfax Co,08C,
VIENNA,22182,,Fairfax Co,08C,
VIENNA,22183,,Fairfax Co,08C,
VIENNA,22184,,Fairfax Co,08C,
VIENNA,22185,,Fairfax Co,08C,
VIEWTOWN,22746,,Culpeper Co,09,
VILLAGE,22570,,Northumberland Co,,17/18
VILLAMONT,24178,,Bedford Co,11,
VINTON,24179,,Bedford Co,11,
VIRGILINA,24598,,Halifax Co,13,
VIRGINIA BEACH,23450,,Virginia Beach City,,20
VIRGINIA BEACH,23451,,Virginia Beach City,,20
VIRGINIA BEACH,23452,,Virginia Beach City,,20
VIRGINIA BEACH,23454,,Virginia Beach City,,20
VIRGINIA BEACH,23455,,Virginia Beach City,,20
VIRGINIA BEACH,23456,,Virginia Beach City,,20
VIRGINIA BEACH,23457,,Virginia Beach City,,20
VIRGINIA BEACH,23458,,Virginia Beach City,,20
VIRGINIA BEACH,23459,FORT STORY,Virginia Beach City,,20
VIRGINIA BEACH,23460,,Virginia Beach City,,20
VIRGINIA BEACH,23461,,Virginia Beach City,,20
VIRGINIA BEACH,23462,,Virginia Beach City,,20
VIRGINIA BEACH,23463,,Virginia Beach City,,20
VIRGINIA BEACH,23464,,Virginia Beach City,,20
VIRGINIA BEACH,23465,,Virginia Beach City,,20
VIRGINIA BEACH,23466,,Virginia Beach City,,20
VIRGINIA BEACH,23467,,Virginia Beach City,,20
VIRGINIA BEACH,23468,,Virginia Beach City,,20
VIRGINIA BEACH,23471,,Virginia Beach City,,20
VIRGINIA BEACH,23479,,Virginia Beach City,,20
,,Related,Local,,
Post Office,Zip Code,Post Office,Jurisdiction,AAA-PSA,AAA Name
VOLNEY,24379,,Grayson Co,03,District Three Senior Services
WACHAPREAGUE,23480,,Accomack Co,22,Eastern Shore Area Agency on Aging
WAKE,23176,,Middlesex Co,17/18,Bay Aging
WAKEFIELD,23888,,Sussex Co,19,Crater District Area Agency on Aging
WALKERTON,23177,,King and Queen Co,17/18,Bay Aging
WALLOPS ISLAND,23337,CHINCOTEAGUE ISLAND,Accomack Co,22,Eastern Shore Area Agency on Aging
WARDTOWN,23482,,Northhampton Co,22,Eastern Shore Area Agency on Aging
WARE NECK,23178,,Gloucester Co,17/18,Bay Aging
WARFIELD,23889,,Brunswick Co,13,Lake Country Area Agency on Aging
WARM SPRINGS,24484,BOLAR,Bath Co,06,Valley Program for Aging Services	 Inc. 
WARRENTON,20186,AIRLIE,Fauquier Co,09,Rappahannock-Rapidan Community Svs. Board
WARRENTON,20187,NEW BALTIMORE,Fauquier Co,09,Rappahannock-Rapidan Community Svs. Board
WARRENTON,20188,VINT HILL FARMS,Fauquier Co,09,Rappahannock-Rapidan Community Svs. Board
WARSAW,22572,FONESWOOD,Richmond Co,17/18,Bay Aging
WASHINGTON,20041,,Fairfax Co,08C,Fairfax Area Agency on Aging
WASHINGTON,20069,,Fairfax Co,08C,Fairfax Area Agency on Aging
WASHINGTON,20070,,Fairfax Co,08C,Fairfax Area Agency on Aging
WASHINGTON,20206,,Fairfax Co,08C,Fairfax Area Agency on Aging
WASHINGTON,20231,,Arlington Co,08B,Arlington Agency on Aging
WASHINGTON,20301,PENTAGON,Arlington Co,08B,Arlington Agency on Aging
WASHINGTON,20310,,Arlington Co,08B,Arlington Agency on Aging
WASHINGTON,20330,,Arlington Co,08B,Arlington Agency on Aging
WASHINGTON,20350,,Arlington Co,08B,Arlington Agency on Aging
WASHINGTON,20406,GSA CRYSTAL CITY,Arlington Co,08B,Arlington Agency on Aging
WASHINGTON,20453,,Arlington Co,08B,Arlington Agency on Aging
WASHINGTON,22747,,Rappahannock Co,09,Rappahannock-Rapidan Community Svs. Board
WATER VIEW,23180,,Middlesex Co,17/18,Bay Aging
WATERFORD,20197,,Loudoun Co,08D,Loudoun Co Area Agency on Aging
WATTSVILLE,23483,,Accomack Co,22,Eastern Shore Area Agency on Aging
WAVERLY,23890,,Sussex Co,19,Crater District Area Agency on Aging
WAVERLY,23891,,Sussex Co,19,Crater District Area Agency on Aging
WAYNESBORO,22980,PARK,Waynesboro City,06,Valley Program for Aging Services	 Inc. 
WEBER CITY,24290,,Scott Co,01,Mountain Empire Older Citizens	 Inc 
WEEMS,22576,,Lancaster Co,17/18,Bay Aging
WEST AUGUSTA,24485,,Augusta Co,06,Valley Program for Aging Services	 Inc. 
WEST MCLEAN,22103,MACLEAN,Fairfax Co,08C,Fairfax Area Agency on Aging
WEST POINT,23181,COLOGNE,King William Co,17/18,Bay Aging
WEYERS CAVE,24486,,Augusta Co,06,Valley Program for Aging Services	 Inc. 
WHITE HALL,22987,,Albemarle Co,10,Jefferson Area Board for Aging
WHITE MARSH,23183,,Gloucester Co,17/18,Bay Aging
,,Related,Local,,
Post Office,Zip Code,Post Office,Jurisdiction,AAA-PSA,AAA Name
WHITE PLAINS,23893,,Brunswick Co,13,Lake Country Area Agency on Aging
WHITE POST,22663,,Clarke Co,07,Shenandoah Area Agency on Aging	 Inc. 
WHITE STONE,22578,WHITESTONE,Lancaster Co,17/18,Bay Aging
WHITETOP,24292,,Grayson Co,03,District Three Senior Services
WHITEWOOD,24657,,Buchanan Co,02,Appalachian Agency for Senior Citizens	 Inc. 
WICOMICO,23184,,Gloucester Co,17/18,Bay Aging
WICOMICO CHURCH,22579,WICOMICO CHUR,Northumberland Co,17/18,Bay Aging
WILLIAMSBURG,23185,,James City Co,21,Peninsula Agency on Aging
WILLIAMSBURG,23186,,Williamsburg City,21,Peninsula Agency on Aging
WILLIAMSBURG,23187,,Williamsburg City,21,Peninsula Agency on Aging
WILLIAMSBURG,23188,,James City Co,21,Peninsula Agency on Aging
WILLIAMSVILLE,24487,BURNSVILLE,Bath Co,06,Valley Program for Aging Services	 Inc. 
WILLIS,24380,,Floyd Co,04,New River Valley Agency on Aging
WILLIS WHARF,23486,,Northhampton Co,22,Eastern Shore Area Agency on Aging
WILSONS,23894,,Dinwiddie Co,19,Crater District Area Agency on Aging
WINCHESTER,22601,,Winchester City,07,Shenandoah Area Agency on Aging	 Inc. 
WINCHESTER,22602,,Frederick Co,07,Shenandoah Area Agency on Aging	 Inc. 
WINCHESTER,22603,,Frederick Co,07,Shenandoah Area Agency on Aging	 Inc. 
WINCHESTER,22604,,Winchester City,07,Shenandoah Area Agency on Aging	 Inc. 
WINCHESTER,22638,HAYFIELD,Winchester City,07,Shenandoah Area Agency on Aging	 Inc. 
WINDSOR,23487,,Isle of Wight Co,20,Senior Services of Southeastern Virginia
WINGINA,24599,,Buckingham Co,14,Piedmont Sr. Resources Area Agency on Aging
WIRTZ,24184,,Franklin Co,12,Southern Area Agency on Aging	 Inc. 
WISE,24293,,Wise Co,01,Mountain Empire Older Citizens	 Inc 
WITHAMS,23488,,Accomack Co,22,Eastern Shore Area Agency on Aging
WOLFORD,24658,,Buchanan Co,02,Appalachian Agency for Senior Citizens	 Inc. 
WOLFTOWN,22748,,Madison Co,09,Rappahannock-Rapidan Community Svs. Board
WOODBERRY FOREST,22989,,Madison Co,09,Rappahannock-Rapidan Community Svs. Board
WOODBRIDGE,22191,,Prince William Co,08E,Prince William Area Agency on Aging
WOODBRIDGE,22192,LAKE RIDGE,Prince William Co,08E,Prince William Area Agency on Aging
WOODBRIDGE,22193,DALE CITY,Prince William Co,08E,Prince William Area Agency on Aging
WOODBRIDGE,22194,,Prince William Co,08E,Prince William Area Agency on Aging
WOODBRIDGE,22195,,Prince William Co,08E,Prince William Area Agency on Aging
WOODFORD,22580,,Caroline Co,16,Rappahannock Area Agency on Aging	 Inc. 
WOODLAWN,24381,,Carroll Co,03,District Three Senior Services
WOODS CROSS ROADS,23190,WOODS CR RDS,Gloucester Co,17/18,Bay Aging
WOODSTOCK,22664,,Shenandoah Co,07,Shenandoah Area Agency on Aging	 Inc. 
WOODVILLE,22749,,Rappahannock Co,09,Rappahannock-Rapidan Community Svs. Board
WOOLWINE,24185,,Patrick Co,12,Southern Area Agency on Aging	 Inc. 
WYLLIESBURG,23976,,Charlotte Co,14,Piedmont Sr. Resources Area Agency on Aging
,,Related,Local,,
Post Office,Zip Code,Post Office,Jurisdiction,AAA-PSA,AAA Name
WYTHEVILLE,24382,STONES MILL,Wythe Co,03,District Three Senior Services
YALE,23897,,Sussex Co,19,Crater District Area Agency on Aging
YORKTOWN,23690,,York Co,21,Peninsula Agency on Aging
YORKTOWN,23691,,York Co,21,Peninsula Agency on Aging
YORKTOWN,23692,GRAFTON,York Co,21,Peninsula Agency on Aging
YORKTOWN,23693,TABB,York Co,21,Peninsula Agency on Aging
ZACATA,22581,,Westmoreland Co,17/18,Bay Aging
ZANONI,23191,,Gloucester Co,17/18,Bay Aging
ZUNI,23898,,Isle of Wight Co,20,Senior Services of Southeastern Virginia